Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,BetaShap (U)32,0.8394334871754889,0.7939393939393938,0.8642028042072087,0.6
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,TMC32,0.9411560709817409,0.7454545454545454,0.9996648101223644,0.6
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,ContextCite64,0.9734232266455243,0.6727272727272726,0.9996648101223644,0.5111111111111111
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,WSS64,0.9706833157158988,0.6727272727272726,0.9996648101223644,0.5111111111111111
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,BetaShap (U)64,0.8404811996291726,0.7575757575757575,0.9389396638431301,0.5555555555555555
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,TMC64,0.9757443530394778,0.8787878787878788,0.9996648101223644,0.7333333333333333
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,ContextCite100,0.9908341742328391,0.8303030303030302,1.0000000000000002,0.6888888888888888
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,WSS100,0.9882206337534744,0.8060606060606059,1.0000000000000002,0.6888888888888888
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,BetaShap (U)100,0.807391780810913,0.5515151515151515,0.9389396638431301,0.28888888888888886
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,TMC100,0.948582209554534,0.8424242424242423,0.9389396638431301,0.6888888888888888
25,Which genes are associated with autosomal dominant Charcot-Marie-Tooth?,LOO,0.9884023785301845,0.8545454545454544,0.9996648101223644,0.6444444444444444
26,List components of the CRSP/Med complex.,ContextCite32,0.9826051846896521,0.9151515151515152,0.9999999999999998,0.8222222222222221
26,List components of the CRSP/Med complex.,WSS32,0.9827199208306905,0.9151515151515152,0.9999999999999998,0.8222222222222221
26,List components of the CRSP/Med complex.,BetaShap (U)32,0.8094128775647191,0.4545454545454545,0.8370031501918425,0.28888888888888886
26,List components of the CRSP/Med complex.,TMC32,0.9738407357482729,0.8666666666666665,0.9999999999999998,0.7333333333333333
26,List components of the CRSP/Med complex.,ContextCite64,0.9951551620554308,0.9151515151515152,0.9999999999999998,0.8222222222222221
26,List components of the CRSP/Med complex.,WSS64,0.9954255838976868,0.9151515151515152,0.9999999999999998,0.8222222222222221
26,List components of the CRSP/Med complex.,BetaShap (U)64,0.82379978037051,0.6606060606060605,0.8980758018312813,0.5111111111111111
26,List components of the CRSP/Med complex.,TMC64,0.9874604112130491,0.9030303030303028,0.9999999999999998,0.7777777777777777
26,List components of the CRSP/Med complex.,ContextCite100,0.9973071935620021,0.9151515151515152,0.9999999999999998,0.8222222222222221
26,List components of the CRSP/Med complex.,WSS100,0.9960704359372501,0.9393939393939393,0.9999999999999998,0.8666666666666666
26,List components of the CRSP/Med complex.,BetaShap (U)100,0.9381610950361676,0.8060606060606059,0.9540849269693141,0.6888888888888888
26,List components of the CRSP/Med complex.,TMC100,0.992091998242745,0.9030303030303028,0.9999999999999998,0.7777777777777777
26,List components of the CRSP/Med complex.,LOO,0.9855352114221118,0.6121212121212121,0.9999999999999998,0.5111111111111111
27,For the constructions of which organs has 3D printing been tested?,ContextCite32,0.9713283817372186,0.9272727272727272,0.9956193707191123,0.8222222222222221
27,For the constructions of which organs has 3D printing been tested?,WSS32,0.9711975691332779,0.9272727272727272,0.9956193707191123,0.8222222222222221
27,For the constructions of which organs has 3D printing been tested?,BetaShap (U)32,0.8620857722351652,0.7818181818181817,0.8638080094753392,0.6444444444444444
27,For the constructions of which organs has 3D printing been tested?,TMC32,0.9675792698674418,0.9030303030303028,0.9845989482982475,0.8222222222222221
27,For the constructions of which organs has 3D printing been tested?,ContextCite64,0.9914685782407049,0.9757575757575757,0.9956193707191123,0.911111111111111
27,For the constructions of which organs has 3D printing been tested?,WSS64,0.9907661062711499,0.9757575757575757,0.9956193707191123,0.911111111111111
27,For the constructions of which organs has 3D printing been tested?,BetaShap (U)64,0.8477461753924521,0.8545454545454544,0.919658469362413,0.6888888888888888
27,For the constructions of which organs has 3D printing been tested?,TMC64,0.9858335544374514,0.9636363636363635,0.9845989482982475,0.911111111111111
27,For the constructions of which organs has 3D printing been tested?,ContextCite100,0.9972638092646797,0.9878787878787878,0.9956193707191123,0.9555555555555554
27,For the constructions of which organs has 3D printing been tested?,WSS100,0.9964755260400585,0.9878787878787878,0.9956193707191123,0.9555555555555554
27,For the constructions of which organs has 3D printing been tested?,BetaShap (U)100,0.915253824270574,0.9272727272727272,0.9347118035913814,0.8222222222222221
27,For the constructions of which organs has 3D printing been tested?,TMC100,0.9915916404207245,0.9878787878787878,1.0000000000000002,0.9555555555555554
27,For the constructions of which organs has 3D printing been tested?,LOO,0.9765314513503887,0.9272727272727272,0.9956193707191123,0.8222222222222221
28,Which gene is the paralog of yeast UPC2?,ContextCite32,0.9912167587368539,0.4787878787878787,0.9626533941415754,0.37777777777777777
28,Which gene is the paralog of yeast UPC2?,WSS32,0.9912420914837893,0.4787878787878787,0.94065810698556,0.37777777777777777
28,Which gene is the paralog of yeast UPC2?,BetaShap (U)32,0.8091987244682868,0.6363636363636362,0.9481868412398294,0.4222222222222222
28,Which gene is the paralog of yeast UPC2?,TMC32,0.9728971385157843,0.5878787878787878,0.9481868412398294,0.37777777777777777
28,Which gene is the paralog of yeast UPC2?,ContextCite64,0.9984927844698178,0.8303030303030302,1.0,0.6888888888888888
28,Which gene is the paralog of yeast UPC2?,WSS64,0.9990015640928438,0.8787878787878788,1.0,0.7333333333333333
28,Which gene is the paralog of yeast UPC2?,BetaShap (U)64,0.7387411414791107,0.34545454545454546,0.934864394006473,0.24444444444444444
28,Which gene is the paralog of yeast UPC2?,TMC64,0.9579406778522804,0.38181818181818183,0.9545101869935756,0.28888888888888886
28,Which gene is the paralog of yeast UPC2?,ContextCite100,0.9985578212585582,0.8909090909090909,1.0,0.7777777777777777
28,Which gene is the paralog of yeast UPC2?,WSS100,0.9990166363358347,0.8909090909090909,1.0,0.7777777777777777
28,Which gene is the paralog of yeast UPC2?,BetaShap (U)100,0.6874198357164587,0.5878787878787878,0.9718858943052392,0.5111111111111111
28,Which gene is the paralog of yeast UPC2?,TMC100,0.9760883369669926,0.49090909090909085,0.9536773362819665,0.3333333333333333
28,Which gene is the paralog of yeast UPC2?,LOO,0.9932628066644917,0.43030303030303024,0.9509688796774269,0.3333333333333333
29,Which disease can be treated with Relugolix.,ContextCite32,0.910583154079484,0.8666666666666665,1.0,0.7777777777777777
29,Which disease can be treated with Relugolix.,WSS32,0.9118737583159119,0.8666666666666665,1.0,0.7777777777777777
29,Which disease can be treated with Relugolix.,BetaShap (U)32,0.3814579199444102,0.04242424242424241,0.9013384790645109,-0.06666666666666667
29,Which disease can be treated with Relugolix.,TMC32,0.5438039298920649,0.22424242424242422,0.9520360392057176,0.15555555555555553
29,Which disease can be treated with Relugolix.,ContextCite64,0.9482862280015785,0.9515151515151514,0.9520360392057176,0.8666666666666666
29,Which disease can be treated with Relugolix.,WSS64,0.9616790215008547,0.9757575757575757,1.0,0.911111111111111
29,Which disease can be treated with Relugolix.,BetaShap (U)64,0.5517825157181645,0.32121212121212117,0.9013664236728257,0.19999999999999998
29,Which disease can be treated with Relugolix.,TMC64,0.7649838121305952,0.7696969696969697,0.9520360392057176,0.6
29,Which disease can be treated with Relugolix.,ContextCite100,0.9723987084954483,0.9636363636363635,0.9520360392057176,0.911111111111111
29,Which disease can be treated with Relugolix.,WSS100,0.9695689543791648,0.9515151515151514,0.9772563879239233,0.8666666666666666
29,Which disease can be treated with Relugolix.,BetaShap (U)100,0.5496480177522501,0.32121212121212117,0.969769946154528,0.19999999999999998
29,Which disease can be treated with Relugolix.,TMC100,0.8671720587857166,0.8545454545454544,0.9772563879239233,0.6888888888888888
29,Which disease can be treated with Relugolix.,LOO,0.893867088181203,0.6121212121212121,0.998469189279496,0.4666666666666666
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,ContextCite32,0.9829056905324882,0.9757575757575757,1.0000000000000002,0.911111111111111
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,WSS32,0.9824797022520625,0.9757575757575757,1.0000000000000002,0.911111111111111
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,BetaShap (U)32,0.7313314873909088,0.6484848484848483,0.9690576515820767,0.5555555555555555
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,TMC32,0.9512174968254663,0.8909090909090909,0.9690576515820767,0.7777777777777777
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,ContextCite64,0.9934831651339139,0.9757575757575757,1.0000000000000002,0.911111111111111
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,WSS64,0.993433357009837,0.9757575757575757,1.0000000000000002,0.911111111111111
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,BetaShap (U)64,0.7898862272358843,0.49090909090909085,0.9784712500905207,0.4222222222222222
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,TMC64,0.9713438965241104,0.9030303030303028,0.9784712500905207,0.7777777777777777
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,ContextCite100,0.9952067463747366,0.9878787878787878,1.0000000000000002,0.9555555555555554
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,WSS100,0.9971205137019794,0.9999999999999999,1.0000000000000002,0.9999999999999999
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,BetaShap (U)100,0.6108545419813476,0.13939393939393938,0.925716070987552,0.06666666666666667
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,TMC100,0.9887712502133043,0.9151515151515152,0.9784712500905207,0.8222222222222221
30,Has field-programmable gate array (FPGA) technology been used to solve sequence alignment problems?,LOO,0.9787121289780868,0.9757575757575757,0.9962239093322555,0.911111111111111
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,ContextCite32,0.9908718006295038,0.9272727272727272,0.9784400135930105,0.7777777777777777
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,WSS32,0.9908900728491393,0.9272727272727272,0.9784400135930105,0.7777777777777777
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,BetaShap (U)32,0.9504981910436991,0.6,0.9670077528220069,0.4666666666666666
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,TMC32,0.9703778502981064,0.8424242424242423,0.9670077528220069,0.6888888888888888
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,ContextCite64,0.9949841562664317,0.9393939393939393,0.9784400135930105,0.8222222222222221
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,WSS64,0.995265923607157,0.9393939393939393,0.9784400135930105,0.8222222222222221
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,BetaShap (U)64,0.9195557838112483,0.5878787878787878,0.9999999999999999,0.4666666666666666
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,TMC64,0.9932913962635515,0.9515151515151514,0.9999999999999999,0.8666666666666666
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,ContextCite100,0.9956012310683943,0.9393939393939393,0.9784400135930105,0.8222222222222221
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,WSS100,0.9961200068722513,0.9515151515151514,0.9784400135930105,0.8666666666666666
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,BetaShap (U)100,0.8780125212552541,0.6484848484848483,0.9778766621052513,0.5111111111111111
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,TMC100,0.9958509841264436,0.9393939393939393,0.9999999999999999,0.8222222222222221
31,Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?,LOO,0.9733241440855382,0.309090909090909,0.9660176258700212,0.24444444444444444
32,Which chromosome contains the TLR7 locus in the human genome?,ContextCite32,0.9911492022865365,0.9151515151515152,0.983171234211808,0.7777777777777777
32,Which chromosome contains the TLR7 locus in the human genome?,WSS32,0.9910364498261276,0.9151515151515152,0.983171234211808,0.7777777777777777
32,Which chromosome contains the TLR7 locus in the human genome?,BetaShap (U)32,0.90774237299344,0.5757575757575757,0.9828233758860511,0.4222222222222222
32,Which chromosome contains the TLR7 locus in the human genome?,TMC32,0.9849965864543849,0.6,0.9862048826637867,0.4666666666666666
32,Which chromosome contains the TLR7 locus in the human genome?,ContextCite64,0.9905873550374633,0.9030303030303028,0.9998170352185827,0.7333333333333333
32,Which chromosome contains the TLR7 locus in the human genome?,WSS64,0.9896281760920245,0.8545454545454544,0.9862048826637867,0.6888888888888888
32,Which chromosome contains the TLR7 locus in the human genome?,BetaShap (U)64,0.9437781953608481,0.4545454545454545,0.9700881749175696,0.24444444444444444
32,Which chromosome contains the TLR7 locus in the human genome?,TMC64,0.9905070503835275,0.5151515151515151,0.9828233758860511,0.37777777777777777
32,Which chromosome contains the TLR7 locus in the human genome?,ContextCite100,0.9972405635980967,0.9515151515151514,1.0,0.8666666666666666
32,Which chromosome contains the TLR7 locus in the human genome?,WSS100,0.9957302888651232,0.9393939393939393,1.0,0.8222222222222221
32,Which chromosome contains the TLR7 locus in the human genome?,BetaShap (U)100,0.9401403693985163,0.5030303030303029,0.9699099368643772,0.4222222222222222
32,Which chromosome contains the TLR7 locus in the human genome?,TMC100,0.9935343044253448,0.8060606060606059,0.9863831207169791,0.6888888888888888
32,Which chromosome contains the TLR7 locus in the human genome?,LOO,0.9629137527442049,0.7333333333333332,0.9998170352185827,0.6888888888888888
33,Which syndromes are associated with heterochromia iridum?,ContextCite32,0.9938246246928061,0.9515151515151514,1.0,0.8666666666666666
33,Which syndromes are associated with heterochromia iridum?,WSS32,0.9938207902639827,0.9515151515151514,1.0,0.8666666666666666
33,Which syndromes are associated with heterochromia iridum?,BetaShap (U)32,0.8881344172628932,0.7575757575757575,0.9097196675057443,0.6444444444444444
33,Which syndromes are associated with heterochromia iridum?,TMC32,0.9755298701204237,0.8424242424242423,1.0,0.6888888888888888
33,Which syndromes are associated with heterochromia iridum?,ContextCite64,0.999424458452567,0.9999999999999999,1.0,0.9999999999999999
33,Which syndromes are associated with heterochromia iridum?,WSS64,0.999433457958524,0.9999999999999999,1.0,0.9999999999999999
33,Which syndromes are associated with heterochromia iridum?,BetaShap (U)64,0.85301846156134,0.5393939393939393,0.8379104822734345,0.4222222222222222
33,Which syndromes are associated with heterochromia iridum?,TMC64,0.9879362891595369,0.7575757575757575,1.0,0.6444444444444444
33,Which syndromes are associated with heterochromia iridum?,ContextCite100,0.9987752680353207,0.9999999999999999,1.0,0.9999999999999999
33,Which syndromes are associated with heterochromia iridum?,WSS100,0.9984040059256815,0.9878787878787878,1.0,0.9555555555555554
33,Which syndromes are associated with heterochromia iridum?,BetaShap (U)100,0.9118181671800172,0.6121212121212121,0.9097196675057443,0.5111111111111111
33,Which syndromes are associated with heterochromia iridum?,TMC100,0.9925302778002125,0.7696969696969697,1.0,0.6888888888888888
33,Which syndromes are associated with heterochromia iridum?,LOO,0.9902376906474464,0.9272727272727272,1.0,0.8222222222222221
34,List the components of mTOR Complex 2 (mTORC2).,ContextCite32,0.984982711823291,0.8787878787878788,1.0000000000000002,0.7777777777777777
34,List the components of mTOR Complex 2 (mTORC2).,WSS32,0.9848071809828893,0.8787878787878788,1.0000000000000002,0.7777777777777777
34,List the components of mTOR Complex 2 (mTORC2).,BetaShap (U)32,0.8676231427109974,0.49090909090909085,0.8521096152307314,0.37777777777777777
34,List the components of mTOR Complex 2 (mTORC2).,TMC32,0.974355295394674,0.8545454545454544,0.9370042108847093,0.7333333333333333
34,List the components of mTOR Complex 2 (mTORC2).,ContextCite64,0.9958435471226371,0.9515151515151514,1.0000000000000002,0.8666666666666666
34,List the components of mTOR Complex 2 (mTORC2).,WSS64,0.9954434472925522,0.9515151515151514,1.0000000000000002,0.8666666666666666
34,List the components of mTOR Complex 2 (mTORC2).,BetaShap (U)64,0.8538303488032786,0.6727272727272726,0.9370042108847093,0.5111111111111111
34,List the components of mTOR Complex 2 (mTORC2).,TMC64,0.9880638504531033,0.8545454545454544,0.9991041606019102,0.7333333333333333
34,List the components of mTOR Complex 2 (mTORC2).,ContextCite100,0.9971878182641196,0.9393939393939393,1.0000000000000002,0.8666666666666666
34,List the components of mTOR Complex 2 (mTORC2).,WSS100,0.9964184024652197,0.9393939393939393,0.9991041606019102,0.8222222222222221
34,List the components of mTOR Complex 2 (mTORC2).,BetaShap (U)100,0.8662031560386,0.7212121212121211,0.9370042108847093,0.6444444444444444
34,List the components of mTOR Complex 2 (mTORC2).,TMC100,0.9931967984533414,0.9515151515151514,0.9991041606019102,0.8666666666666666
34,List the components of mTOR Complex 2 (mTORC2).,LOO,0.9604795232519779,0.5757575757575757,0.9182365979844296,0.5111111111111111
35,What is known about prostate cancer screening in the UK ?,ContextCite32,0.9904283031162022,0.9393939393939393,1.0000000000000002,0.8666666666666666
35,What is known about prostate cancer screening in the UK ?,WSS32,0.9905003416199123,0.9393939393939393,1.0000000000000002,0.8666666666666666
35,What is known about prostate cancer screening in the UK ?,BetaShap (U)32,0.9544247465077861,0.8787878787878788,0.9936180848772501,0.7333333333333333
35,What is known about prostate cancer screening in the UK ?,TMC32,0.9615362921327948,0.8909090909090909,0.9936180848772501,0.7333333333333333
35,What is known about prostate cancer screening in the UK ?,ContextCite64,0.9929508365734512,0.9272727272727272,1.0000000000000002,0.8666666666666666
35,What is known about prostate cancer screening in the UK ?,WSS64,0.9928861796274209,0.9272727272727272,1.0000000000000002,0.8666666666666666
35,What is known about prostate cancer screening in the UK ?,BetaShap (U)64,0.8896698214986725,0.7575757575757575,1.0000000000000002,0.6888888888888888
35,What is known about prostate cancer screening in the UK ?,TMC64,0.9789372905383472,0.9030303030303028,0.9936180848772501,0.7777777777777777
35,What is known about prostate cancer screening in the UK ?,ContextCite100,0.9949048389357139,0.9636363636363635,1.0000000000000002,0.911111111111111
35,What is known about prostate cancer screening in the UK ?,WSS100,0.9963892782018745,0.9878787878787878,1.0000000000000002,0.9555555555555554
35,What is known about prostate cancer screening in the UK ?,BetaShap (U)100,0.9064477299003456,0.8181818181818182,1.0000000000000002,0.6888888888888888
35,What is known about prostate cancer screening in the UK ?,TMC100,0.985081576907726,0.8666666666666665,0.9936180848772501,0.6888888888888888
35,What is known about prostate cancer screening in the UK ?,LOO,0.977109272636301,0.9757575757575757,0.9936180848772501,0.911111111111111
36,Is selenium deficiency involved in autoimmune thyroid disease?,ContextCite32,0.9940394802001854,0.9272727272727272,1.0000000000000002,0.8666666666666666
36,Is selenium deficiency involved in autoimmune thyroid disease?,WSS32,0.9940085781816913,0.9636363636363635,1.0000000000000002,0.911111111111111
36,Is selenium deficiency involved in autoimmune thyroid disease?,BetaShap (U)32,0.8903941933640763,0.7939393939393938,1.0000000000000002,0.6888888888888888
36,Is selenium deficiency involved in autoimmune thyroid disease?,TMC32,0.977089837981254,0.7454545454545454,1.0000000000000002,0.6444444444444444
36,Is selenium deficiency involved in autoimmune thyroid disease?,ContextCite64,0.9992492229274312,0.9878787878787878,1.0000000000000002,0.9555555555555554
36,Is selenium deficiency involved in autoimmune thyroid disease?,WSS64,0.9992420505865857,0.9878787878787878,1.0000000000000002,0.9555555555555554
36,Is selenium deficiency involved in autoimmune thyroid disease?,BetaShap (U)64,0.9122280332895797,0.7333333333333332,0.9796611268006743,0.6
36,Is selenium deficiency involved in autoimmune thyroid disease?,TMC64,0.9894396273320946,0.8909090909090909,1.0000000000000002,0.7777777777777777
36,Is selenium deficiency involved in autoimmune thyroid disease?,ContextCite100,0.9993843486627475,0.9878787878787878,1.0000000000000002,0.9555555555555554
36,Is selenium deficiency involved in autoimmune thyroid disease?,WSS100,0.9994754746091261,0.9878787878787878,1.0000000000000002,0.9555555555555554
36,Is selenium deficiency involved in autoimmune thyroid disease?,BetaShap (U)100,0.9149607166947686,0.7818181818181817,0.9796611268006743,0.6444444444444444
36,Is selenium deficiency involved in autoimmune thyroid disease?,TMC100,0.9953862262031156,0.9393939393939393,1.0000000000000002,0.8222222222222221
36,Is selenium deficiency involved in autoimmune thyroid disease?,LOO,0.9866388012593386,0.7818181818181817,0.9936699246415696,0.6444444444444444
37,Is ospemifene effective for treatment of dyspareunia?,ContextCite32,0.9347447322381948,0.8424242424242423,0.9557988944694901,0.6888888888888888
37,Is ospemifene effective for treatment of dyspareunia?,WSS32,0.934716158273997,0.8424242424242423,0.9557988944694901,0.6888888888888888
37,Is ospemifene effective for treatment of dyspareunia?,BetaShap (U)32,0.78905420487957,0.5151515151515151,0.8543013658057729,0.37777777777777777
37,Is ospemifene effective for treatment of dyspareunia?,TMC32,0.8638534145101205,0.6121212121212121,0.9298838966257224,0.5555555555555555
37,Is ospemifene effective for treatment of dyspareunia?,ContextCite64,0.9716291685259911,0.7939393939393938,1.0,0.6444444444444444
37,Is ospemifene effective for treatment of dyspareunia?,WSS64,0.9691256380167078,0.7939393939393938,1.0,0.6444444444444444
37,Is ospemifene effective for treatment of dyspareunia?,BetaShap (U)64,0.7971128641007572,0.7575757575757575,0.8773322753272768,0.5555555555555555
37,Is ospemifene effective for treatment of dyspareunia?,TMC64,0.9728904235415425,0.6969696969696969,1.0,0.6
37,Is ospemifene effective for treatment of dyspareunia?,ContextCite100,0.9806321734921452,0.8909090909090909,1.0,0.7777777777777777
37,Is ospemifene effective for treatment of dyspareunia?,WSS100,0.975779298879617,0.8666666666666665,1.0,0.7777777777777777
37,Is ospemifene effective for treatment of dyspareunia?,BetaShap (U)100,0.7172759684992807,0.6,0.9345504079695083,0.4222222222222222
37,Is ospemifene effective for treatment of dyspareunia?,TMC100,0.9803004110506138,0.8060606060606059,1.0,0.6888888888888888
37,Is ospemifene effective for treatment of dyspareunia?,LOO,0.9758686514163452,0.7212121212121211,0.9438938964292516,0.5555555555555555
38,Which is the role of mediator in genome organization?,ContextCite32,0.9995071323788386,0.9515151515151514,1.0,0.8666666666666666
38,Which is the role of mediator in genome organization?,WSS32,0.99953550096666,0.9515151515151514,1.0,0.8666666666666666
38,Which is the role of mediator in genome organization?,BetaShap (U)32,0.9949918871617015,0.9393939393939393,1.0,0.8222222222222221
38,Which is the role of mediator in genome organization?,TMC32,0.9982613564847365,0.8424242424242423,1.0,0.7333333333333333
38,Which is the role of mediator in genome organization?,ContextCite64,0.9997175193889288,0.9515151515151514,1.0,0.8666666666666666
38,Which is the role of mediator in genome organization?,WSS64,0.9997831890611244,0.9636363636363635,1.0,0.911111111111111
38,Which is the role of mediator in genome organization?,BetaShap (U)64,0.9923668863219337,0.709090909090909,1.0,0.5555555555555555
38,Which is the role of mediator in genome organization?,TMC64,0.9990536579972129,0.8545454545454544,1.0,0.7333333333333333
38,Which is the role of mediator in genome organization?,ContextCite100,0.9998040643585665,0.9636363636363635,1.0,0.911111111111111
38,Which is the role of mediator in genome organization?,WSS100,0.9998957933772213,0.9878787878787878,1.0,0.9555555555555554
38,Which is the role of mediator in genome organization?,BetaShap (U)100,0.9902479291334212,0.8303030303030302,1.0,0.6888888888888888
38,Which is the role of mediator in genome organization?,TMC100,0.9993351815724606,0.9757575757575757,1.0,0.911111111111111
38,Which is the role of mediator in genome organization?,LOO,0.997887348478447,0.43030303030303024,1.0,0.28888888888888886
39,What is the mechanisms of action of Evinacumab?,ContextCite32,0.9866029655742952,0.9878787878787878,1.0000000000000002,0.9555555555555554
39,What is the mechanisms of action of Evinacumab?,WSS32,0.9868803637453126,0.9878787878787878,1.0000000000000002,0.9555555555555554
39,What is the mechanisms of action of Evinacumab?,BetaShap (U)32,0.9111605130022514,0.9151515151515152,0.9531775758378562,0.7777777777777777
39,What is the mechanisms of action of Evinacumab?,TMC32,0.962835105512085,0.9393939393939393,0.9531775758378562,0.8222222222222221
39,What is the mechanisms of action of Evinacumab?,ContextCite64,0.9919956263714713,0.9515151515151514,1.0000000000000002,0.8666666666666666
39,What is the mechanisms of action of Evinacumab?,WSS64,0.9912582066149271,0.9393939393939393,1.0000000000000002,0.8222222222222221
39,What is the mechanisms of action of Evinacumab?,BetaShap (U)64,0.8579199551661179,0.8060606060606059,1.0000000000000002,0.6888888888888888
39,What is the mechanisms of action of Evinacumab?,TMC64,0.9787874023954328,0.9030303030303028,1.0000000000000002,0.7777777777777777
39,What is the mechanisms of action of Evinacumab?,ContextCite100,0.9949582379925164,0.9515151515151514,1.0000000000000002,0.8666666666666666
39,What is the mechanisms of action of Evinacumab?,WSS100,0.9926372378788753,0.9515151515151514,1.0000000000000002,0.8666666666666666
39,What is the mechanisms of action of Evinacumab?,BetaShap (U)100,0.6520318897294675,0.8181818181818182,0.8473685879947276,0.6444444444444444
39,What is the mechanisms of action of Evinacumab?,TMC100,0.9831392260105253,0.8787878787878788,1.0000000000000002,0.7333333333333333
39,What is the mechanisms of action of Evinacumab?,LOO,0.9639705378042396,0.709090909090909,0.9899302198437986,0.5555555555555555
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,ContextCite32,0.990571159338043,0.9878787878787878,1.0,0.9555555555555554
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,WSS32,0.9907240880791689,0.9878787878787878,1.0,0.9555555555555554
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,BetaShap (U)32,0.9704844014048418,0.8303030303030302,0.9923870633535016,0.6888888888888888
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,TMC32,0.9711952473636168,0.6969696969696969,0.9923870633535016,0.5111111111111111
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,ContextCite64,0.9949735171730657,0.9999999999999999,1.0,0.9999999999999999
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,WSS64,0.9936613073825297,0.9878787878787878,1.0,0.9555555555555554
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,BetaShap (U)64,0.9479286662418355,0.8424242424242423,0.966614764830361,0.7333333333333333
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,TMC64,0.981248647953395,0.8545454545454544,0.9923870633535016,0.7333333333333333
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,ContextCite100,0.9936070357496117,0.9878787878787878,0.9923870633535016,0.9555555555555554
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,WSS100,0.9909214658550625,0.9878787878787878,0.9923870633535016,0.9555555555555554
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,BetaShap (U)100,0.8426555572494591,0.6242424242424242,0.9453245421472286,0.4666666666666666
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,TMC100,0.9947626190284284,0.9515151515151514,0.9923870633535016,0.8666666666666666
40,Is long QT syndrome a cause for sudden cardiac death in athletes?,LOO,0.9716691130933406,0.709090909090909,0.9923870633535016,0.5555555555555555
41,Which genes are affected in ROMANO-WARD syndrome?,ContextCite32,0.9660106749372728,0.6848484848484848,1.0,0.5555555555555555
41,Which genes are affected in ROMANO-WARD syndrome?,WSS32,0.9664643263258793,0.7212121212121211,1.0,0.6
41,Which genes are affected in ROMANO-WARD syndrome?,BetaShap (U)32,0.2651216396202497,0.24848484848484845,0.4853302407587607,0.24444444444444444
41,Which genes are affected in ROMANO-WARD syndrome?,TMC32,0.8732342706910549,0.6484848484848483,0.9390262665008335,0.6444444444444444
41,Which genes are affected in ROMANO-WARD syndrome?,ContextCite64,0.9924169690944182,0.9515151515151514,0.9862766929456674,0.8666666666666666
41,Which genes are affected in ROMANO-WARD syndrome?,WSS64,0.9916911825618904,0.9030303030303028,0.9862766929456674,0.7777777777777777
41,Which genes are affected in ROMANO-WARD syndrome?,BetaShap (U)64,0.09946507123783234,-0.09090909090909088,0.6828180239789546,-0.06666666666666667
